Order,NumberDays,FY
1782326,28,FY17
1782327,28,FY17
1782328,28,FY17
1782329,28,FY17
1782330,28,FY17
1782331,28,FY17
1782332,28,FY17
1782333,28,FY17
1782262,28,FY17
1782335,28,FY17
1782287,28,FY17
1782337,28,FY17
1782338,28,FY17
1782339,28,FY17
1782340,28,FY17
1782341,28,FY17
1782342,28,FY17
1782343,28,FY17
1782344,28,FY17
1782345,28,FY17
1782346,28,FY17
1782334,28,FY17
1782276,28,FY17
1827192,28,FY17
1782265,28,FY17
1782266,28,FY17
1782267,28,FY17
1782268,28,FY17
1782269,28,FY17
1782270,28,FY17
1782271,28,FY17
1782272,28,FY17
1782273,28,FY17
1782323,28,FY17
1782275,28,FY17
1782322,28,FY17
1782277,28,FY17
1782278,28,FY17
1782279,28,FY17
1782280,28,FY17
1782281,28,FY17
1782282,28,FY17
1782283,28,FY17
1782284,28,FY17
1782285,28,FY17
1782286,28,FY17
1782263,28,FY17
1782274,28,FY17
1827254,28,FY17
1827190,28,FY17
1781591,28,FY17
1781592,28,FY17
1781593,28,FY17
1781594,28,FY17
1827261,28,FY17
1827260,28,FY17
1827259,28,FY17
1827258,28,FY17
1827257,28,FY17
1781589,28,FY17
1827255,28,FY17
1781588,28,FY17
1827253,28,FY17
1827252,28,FY17
1827251,28,FY17
1827250,28,FY17
1827249,28,FY17
1827248,28,FY17
1827247,28,FY17
1827246,28,FY17
1827245,28,FY17
1827244,28,FY17
1827256,28,FY17
1781587,28,FY17
1781575,28,FY17
1781576,28,FY17
1781577,28,FY17
1781578,28,FY17
1781579,28,FY17
1781580,28,FY17
1781581,28,FY17
1781582,28,FY17
1781583,28,FY17
1781584,28,FY17
1781590,28,FY17
1781586,28,FY17
1827241,28,FY17
1829331,28,FY17
1829330,28,FY17
1829328,28,FY17
1829327,28,FY17
1829326,28,FY17
1829325,28,FY17
1829324,28,FY17
1829323,28,FY17
1829322,28,FY17
1829321,28,FY17
1781585,28,FY17
1827203,28,FY17
1827215,28,FY17
1827214,28,FY17
1827213,28,FY17
1827212,28,FY17
1827211,28,FY17
1827210,28,FY17
1827209,28,FY17
1827208,28,FY17
1827207,28,FY17
1827206,28,FY17
1827243,28,FY17
1827204,28,FY17
1827218,28,FY17
1827202,28,FY17
1827201,28,FY17
1827200,28,FY17
1827199,28,FY17
1827198,28,FY17
1827197,28,FY17
1827196,28,FY17
1827195,28,FY17
1827194,28,FY17
1827193,28,FY17
1827205,28,FY17
1827229,28,FY17
1827219,28,FY17
1827240,28,FY17
1827239,28,FY17
1827238,28,FY17
1827237,28,FY17
1827236,28,FY17
1827235,28,FY17
1827234,28,FY17
1827233,28,FY17
1827232,28,FY17
1827216,28,FY17
1827230,28,FY17
1827217,28,FY17
1827228,28,FY17
1827227,28,FY17
1827226,28,FY17
1827225,28,FY17
1827224,28,FY17
1827223,28,FY17
1827222,28,FY17
1815707,28,FY17
1827220,28,FY17
1815720,28,FY17
1827242,28,FY17
1827231,28,FY17
1815742,28,FY17
1817690,28,FY17
1817689,28,FY17
1817688,28,FY17
1817687,28,FY17
1817686,28,FY17
1817685,28,FY17
1817683,28,FY17
1817681,28,FY17
1817680,28,FY17
1817679,28,FY17
1817697,28,FY17
1815741,28,FY17
1815739,28,FY17
1815743,28,FY17
1815744,28,FY17
1784781,28,FY17
1784782,28,FY17
1784783,28,FY17
1784784,28,FY17
1784785,28,FY17
1784786,28,FY17
1784787,28,FY17
1784788,28,FY17
1817678,28,FY17
1815728,28,FY17
1817696,28,FY17
1817695,28,FY17
1817694,28,FY17
1817693,28,FY17
1817692,28,FY17
1815721,28,FY17
1815722,28,FY17
1815723,28,FY17
1815724,28,FY17
1815725,28,FY17
1817691,28,FY17
1815727,28,FY17
1815740,28,FY17
1815729,28,FY17
1815730,28,FY17
1815731,28,FY17
1815732,28,FY17
1815733,28,FY17
1815734,28,FY17
1815735,28,FY17
1815736,28,FY17
1815737,28,FY17
1815738,28,FY17
1817658,28,FY17
1815726,28,FY17
1815757,28,FY17
1784789,28,FY17
1784805,28,FY17
1784806,28,FY17
1784807,28,FY17
1784808,28,FY17
1815763,28,FY17
1827221,28,FY17
1815762,28,FY17
1815761,28,FY17
1815760,28,FY17
1784803,28,FY17
1815758,28,FY17
1784802,28,FY17
1815756,28,FY17
1815755,28,FY17
1815754,28,FY17
1815753,28,FY17
1815752,28,FY17
1815751,28,FY17
1815750,28,FY17
1815749,28,FY17
1815748,28,FY17
1815747,28,FY17
1815746,28,FY17
1815759,28,FY17
1784791,28,FY17
1817684,28,FY17
1817657,28,FY17
1817656,28,FY17
1817655,28,FY17
1817654,28,FY17
1817653,28,FY17
1817652,28,FY17
1817651,28,FY17
1817650,28,FY17
1817649,28,FY17
1784804,28,FY17
1817647,28,FY17
1784790,28,FY17
1784792,28,FY17
1784793,28,FY17
1784794,28,FY17
1784795,28,FY17
1815745,28,FY17
1784796,28,FY17
1784797,28,FY17
1784798,28,FY17
1784799,28,FY17
1784800,28,FY17
1784801,28,FY17
1817648,28,FY17
1817682,28,FY17
1782351,28,FY17
1782350,28,FY17
1782349,28,FY17
1782348,28,FY17
1835369,29,FY17
1835406,29,FY17
1835376,29,FY17
1835375,29,FY17
1835373,29,FY17
1835372,29,FY17
1835405,29,FY17
1835370,29,FY17
1835401,29,FY17
1834635,29,FY17
1835371,29,FY17
1835404,29,FY17
1835407,29,FY17
1835402,29,FY17
1835411,29,FY17
1835377,29,FY17
1835378,29,FY17
1835379,29,FY17
1835380,29,FY17
1835381,29,FY17
1835382,29,FY17
1835383,29,FY17
1835403,29,FY17
1835421,29,FY17
1835400,29,FY17
1835431,29,FY17
1835430,29,FY17
1835429,29,FY17
1835428,29,FY17
1835427,29,FY17
1835426,29,FY17
1835425,29,FY17
1835424,29,FY17
1835409,29,FY17
1835422,29,FY17
1835408,29,FY17
1835420,29,FY17
1835419,29,FY17
1835418,29,FY17
1835417,29,FY17
1835415,29,FY17
1835413,29,FY17
1835412,29,FY17
1835414,29,FY17
1835410,29,FY17
1835384,29,FY17
1835423,29,FY17
1835392,29,FY17
1835385,29,FY17
1835386,29,FY17
1835387,29,FY17
1835394,29,FY17
1835399,29,FY17
1835388,29,FY17
1835389,29,FY17
1835390,29,FY17
1835471,29,FY17
1835470,29,FY17
1835416,29,FY17
1835395,29,FY17
1835396,29,FY17
1835398,29,FY17
1835397,29,FY17
1835393,29,FY17
1835391,29,FY17
1792662,35,FY17
1792663,35,FY17
1793747,35,FY17
1798779,35,FY17
1793746,35,FY17
1793745,35,FY17
1792661,35,FY17
1792655,35,FY17
1793744,35,FY17
1793743,35,FY17
1792660,35,FY17
1792659,35,FY17
1792658,35,FY17
1792656,35,FY17
1793764,35,FY17
1798780,35,FY17
1792639,35,FY17
1792638,35,FY17
1798781,35,FY17
1798782,35,FY17
1798783,35,FY17
1792657,35,FY17
1793790,35,FY17
1793750,35,FY17
1793782,35,FY17
1793783,35,FY17
1793785,35,FY17
1793786,35,FY17
1793787,35,FY17
1793780,35,FY17
1793789,35,FY17
1793779,35,FY17
1793791,35,FY17
1793792,35,FY17
1793793,35,FY17
1793794,35,FY17
1793795,35,FY17
1793796,35,FY17
1793797,35,FY17
1793788,35,FY17
1793771,35,FY17
1793763,35,FY17
1798790,35,FY17
1793765,35,FY17
1793766,35,FY17
1793767,35,FY17
1793768,35,FY17
1793781,35,FY17
1793770,35,FY17
1793749,35,FY17
1793772,35,FY17
1793773,35,FY17
1793774,35,FY17
1793775,35,FY17
1793776,35,FY17
1793777,35,FY17
1793778,35,FY17
1793769,35,FY17
1789864,35,FY17
1789869,35,FY17
1789868,35,FY17
1789867,35,FY17
1789866,35,FY17
1789865,35,FY17
1789855,35,FY17
1798793,35,FY17
1789856,35,FY17
1789857,35,FY17
1789858,35,FY17
1789859,35,FY17
1789860,35,FY17
1789861,35,FY17
1798788,35,FY17
1798802,35,FY17
1798795,35,FY17
1798794,35,FY17
1798797,35,FY17
1798798,35,FY17
1798799,35,FY17
1789862,35,FY17
1798801,35,FY17
1789863,35,FY17
1798803,35,FY17
1798804,35,FY17
1798805,35,FY17
1798806,35,FY17
1798807,35,FY17
1789854,35,FY17
1798800,35,FY17
1792636,35,FY17
1789870,35,FY17
1789874,35,FY17
1789875,35,FY17
1789876,35,FY17
1792633,35,FY17
1789843,35,FY17
1792635,35,FY17
1789844,35,FY17
1798791,35,FY17
1798796,35,FY17
1798789,35,FY17
1798786,35,FY17
1792637,35,FY17
1798785,35,FY17
1792634,35,FY17
1789849,35,FY17
1798784,35,FY17
1789872,35,FY17
1789853,35,FY17
1798792,35,FY17
1789852,35,FY17
1789842,35,FY17
1789850,35,FY17
1813959,35,FY17
1803991,35,FY17
1789848,35,FY17
1793798,35,FY17
1789847,35,FY17
1789846,35,FY17
1789845,35,FY17
1789851,35,FY17
1797433,35,FY17
1797440,35,FY17
1797479,35,FY17
1797478,35,FY17
1797474,35,FY17
1797473,35,FY17
1797481,35,FY17
1769244,35,FY17
1810411,35,FY17
1797434,35,FY17
1797435,35,FY17
1797436,35,FY17
1797437,35,FY17
1797438,35,FY17
1798753,35,FY17
1797472,35,FY17
1798748,35,FY17
1803993,35,FY17
1798751,35,FY17
1803981,35,FY17
1803980,35,FY17
1793819,35,FY17
1797480,35,FY17
1793821,35,FY17
1797441,35,FY17
1797484,35,FY17
1789841,35,FY17
1797483,35,FY17
1789871,35,FY17
1797482,35,FY17
1798808,35,FY17
1793820,35,FY17
1797465,35,FY17
1797439,35,FY17
1797459,35,FY17
1797460,35,FY17
1797461,35,FY17
1797462,35,FY17
1797457,35,FY17
1797464,35,FY17
1797456,35,FY17
1797466,35,FY17
1797467,35,FY17
1797468,35,FY17
1797469,35,FY17
1797470,35,FY17
1797471,35,FY17
1797463,35,FY17
1797449,35,FY17
1797442,35,FY17
1797443,35,FY17
1797444,35,FY17
1797445,35,FY17
1797446,35,FY17
1797458,35,FY17
1797448,35,FY17
1798754,35,FY17
1797450,35,FY17
1797451,35,FY17
1797452,35,FY17
1797453,35,FY17
1797454,35,FY17
1797455,35,FY17
1797447,35,FY17
1804000,35,FY17
1803992,35,FY17
1793817,35,FY17
1793818,35,FY17
1804004,35,FY17
1804003,35,FY17
1793815,35,FY17
1804001,35,FY17
1793814,35,FY17
1803999,35,FY17
1803998,35,FY17
1803997,35,FY17
1803996,35,FY17
1803995,35,FY17
1798752,35,FY17
1804002,35,FY17
1793807,35,FY17
1793800,35,FY17
1793801,35,FY17
1793802,35,FY17
1793803,35,FY17
1793804,35,FY17
1793816,35,FY17
1793806,35,FY17
1803990,35,FY17
1793808,35,FY17
1793809,35,FY17
1793810,35,FY17
1793811,35,FY17
1793812,35,FY17
1793813,35,FY17
1793805,35,FY17
1798761,35,FY17
1803994,35,FY17
1798767,35,FY17
1798766,35,FY17
1798765,35,FY17
1798764,35,FY17
1798769,35,FY17
1798762,35,FY17
1798770,35,FY17
1798760,35,FY17
1798759,35,FY17
1798758,35,FY17
1798757,35,FY17
1798756,35,FY17
1798755,35,FY17
1798763,35,FY17
1803982,35,FY17
1803989,35,FY17
1803988,35,FY17
1803987,35,FY17
1803986,35,FY17
1803985,35,FY17
1798768,35,FY17
1803983,35,FY17
1793799,35,FY17
1798778,35,FY17
1798777,35,FY17
1798776,35,FY17
1798775,35,FY17
1798772,35,FY17
1798771,35,FY17
1803984,35,FY17
1784144,35,FY17
1788588,35,FY17
1824573,35,FY17
1824574,35,FY17
1824575,35,FY17
1824576,35,FY17
1824577,35,FY17
1824578,35,FY17
1784136,35,FY17
1784137,35,FY17
1784140,35,FY17
1784141,35,FY17
1824571,35,FY17
1784143,35,FY17
1824570,35,FY17
1825533,35,FY17
1825534,35,FY17
1825535,35,FY17
1825536,35,FY17
1825537,35,FY17
1825538,35,FY17
1825539,35,FY17
1825540,35,FY17
1825541,35,FY17
1825542,35,FY17
1825543,35,FY17
1825544,35,FY17
1784142,35,FY17
1824556,35,FY17
1810472,35,FY17
1788590,35,FY17
1788591,35,FY17
1788592,35,FY17
1788593,35,FY17
1788594,35,FY17
1788595,35,FY17
1788596,35,FY17
1788597,35,FY17
1784128,35,FY17
1784129,35,FY17
1824572,35,FY17
1784135,35,FY17
1825547,35,FY17
1824557,35,FY17
1824558,35,FY17
1824559,35,FY17
1824560,35,FY17
1824561,35,FY17
1824562,35,FY17
1824563,35,FY17
1824564,35,FY17
1824566,35,FY17
1824567,35,FY17
1824568,35,FY17
1824569,35,FY17
1784130,35,FY17
1810485,35,FY17
1788601,35,FY17
1788602,35,FY17
1788603,35,FY17
1788604,35,FY17
1810494,35,FY17
1810493,35,FY17
1810492,35,FY17
1810491,35,FY17
1789873,35,FY17
1810489,35,FY17
1789840,35,FY17
1825545,35,FY17
1810486,35,FY17
1788598,35,FY17
1810484,35,FY17
1810483,35,FY17
1810482,35,FY17
1810481,35,FY17
1810480,35,FY17
1810479,35,FY17
1810478,35,FY17
1810477,35,FY17
1810476,35,FY17
1810475,35,FY17
1810474,35,FY17
1810473,35,FY17
1810487,35,FY17
1825571,35,FY17
1788587,35,FY17
1825548,35,FY17
1825549,35,FY17
1825550,35,FY17
1825551,35,FY17
1825562,35,FY17
1825563,35,FY17
1825564,35,FY17
1825565,35,FY17
1825566,35,FY17
1825567,35,FY17
1825568,35,FY17
1788600,35,FY17
1825570,35,FY17
1788599,35,FY17
1825572,35,FY17
1825573,35,FY17
1784145,35,FY17
1784146,35,FY17
1784147,35,FY17
1784148,35,FY17
1784149,35,FY17
1784150,35,FY17
1784151,35,FY17
1784165,35,FY17
1784167,35,FY17
1825546,35,FY17
1825569,35,FY17
1782312,35,FY17
1788589,35,FY17
1782680,35,FY17
1782681,35,FY17
1782682,35,FY17
1782321,35,FY17
1782320,35,FY17
1782319,35,FY17
1782318,35,FY17
1782317,35,FY17
1782316,35,FY17
1782315,35,FY17
1782678,35,FY17
1782313,35,FY17
1782677,35,FY17
1782311,35,FY17
1782310,35,FY17
1782309,35,FY17
1782308,35,FY17
1782307,35,FY17
1782306,35,FY17
1782305,35,FY17
1782304,35,FY17
1782303,35,FY17
1782302,35,FY17
1782301,35,FY17
1782300,35,FY17
1782314,35,FY17
1785621,35,FY17
1813958,35,FY17
1813957,35,FY17
1813956,35,FY17
1813955,35,FY17
1785616,35,FY17
1813960,35,FY17
1813961,35,FY17
1813962,35,FY17
1813963,35,FY17
1785617,35,FY17
1785618,35,FY17
1782679,35,FY17
1785620,35,FY17
1782297,35,FY17
1813964,35,FY17
1813965,35,FY17
1813966,35,FY17
1813967,35,FY17
1813968,35,FY17
1813969,35,FY17
1813970,35,FY17
1813971,35,FY17
1813972,35,FY17
1813973,35,FY17
1813974,35,FY17
1782676,35,FY17
1785619,35,FY17
1788574,35,FY17
1782697,35,FY17
1782698,35,FY17
1782699,35,FY17
1782700,35,FY17
1784090,35,FY17
1784091,35,FY17
1784093,35,FY17
1784094,35,FY17
1784095,35,FY17
1784096,35,FY17
1784125,35,FY17
1782299,35,FY17
1784127,35,FY17
1782694,35,FY17
1788575,35,FY17
1788576,35,FY17
1788577,35,FY17
1788578,35,FY17
1788579,35,FY17
1788580,35,FY17
1788581,35,FY17
1788582,35,FY17
1788583,35,FY17
1788584,35,FY17
1788585,35,FY17
1788586,35,FY17
1784126,35,FY17
1782687,35,FY17
1810488,35,FY17
1782296,35,FY17
1782295,35,FY17
1782294,35,FY17
1782293,35,FY17
1782292,35,FY17
1782291,35,FY17
1782290,35,FY17
1782289,35,FY17
1782288,35,FY17
1782683,35,FY17
1782684,35,FY17
1782696,35,FY17
1782686,35,FY17
1782695,35,FY17
1782688,35,FY17
1782689,35,FY17
1787586,35,FY17
1788570,35,FY17
1788571,35,FY17
1788572,35,FY17
1788573,35,FY17
1782690,35,FY17
1782691,35,FY17
1782692,35,FY17
1782693,35,FY17
1782298,35,FY17
1782685,35,FY17
1788611,35,FY17
1789831,35,FY17
1789830,35,FY17
1789829,35,FY17
1789828,35,FY17
1789827,35,FY17
1788618,35,FY17
1788610,35,FY17
1789835,35,FY17
1788612,35,FY17
1788613,35,FY17
1788614,35,FY17
1788615,35,FY17
1788616,35,FY17
1810418,35,FY17
1788609,35,FY17
1788607,35,FY17
1810417,35,FY17
1810416,35,FY17
1810415,35,FY17
1810414,35,FY17
1810413,35,FY17
1810412,35,FY17
1789833,35,FY17
1769244,35,FY17
1789834,35,FY17
1788608,35,FY17
1789839,35,FY17
1789838,35,FY17
1789837,35,FY17
1789836,35,FY17
1789826,35,FY17
1788606,35,FY17
1810490,35,FY17
1785614,35,FY17
1785613,35,FY17
1785612,35,FY17
1785611,35,FY17
1785603,35,FY17
1788617,35,FY17
1785604,35,FY17
1788619,35,FY17
1785605,35,FY17
1785606,35,FY17
1785607,35,FY17
1785608,35,FY17
1785609,35,FY17
1785610,35,FY17
1810471,35,FY17
1789816,35,FY17
1789825,35,FY17
1789824,35,FY17
1789823,35,FY17
1789822,35,FY17
1789821,35,FY17
1789820,35,FY17
1785615,35,FY17
1789818,35,FY17
1788620,35,FY17
1789815,35,FY17
1785599,35,FY17
1785600,35,FY17
1785601,35,FY17
1785602,35,FY17
1789832,35,FY17
1789819,35,FY17
1810442,35,FY17
1810433,35,FY17
1810449,35,FY17
1810448,35,FY17
1810447,35,FY17
1810446,35,FY17
1810445,35,FY17
1810451,35,FY17
1810443,35,FY17
1810452,35,FY17
1810439,35,FY17
1810438,35,FY17
1810437,35,FY17
1810436,35,FY17
1810435,35,FY17
1810434,35,FY17
1810444,35,FY17
1810462,35,FY17
1810470,35,FY17
1810469,35,FY17
1810468,35,FY17
1810467,35,FY17
1810466,35,FY17
1810465,35,FY17
1810450,35,FY17
1810463,35,FY17
1810453,35,FY17
1810461,35,FY17
1810460,35,FY17
1810459,35,FY17
1810458,35,FY17
1810454,35,FY17
1810419,35,FY17
1810464,35,FY17
1810432,35,FY17
1810455,35,FY17
1810420,35,FY17
1810421,35,FY17
1788605,35,FY17
1810428,35,FY17
1810429,35,FY17
1810430,35,FY17
1810431,35,FY17
1830481,36,FY17
1830483,36,FY17
1832536,36,FY17
1832482,36,FY17
1832500,36,FY17
1830479,36,FY17
1796012,37,FY17
1796010,37,FY17
1796011,37,FY17
1796008,37,FY17
1796013,37,FY17
1796014,37,FY17
1796015,37,FY17
1796016,37,FY17
1796017,37,FY17
1796018,37,FY17
1796029,37,FY17
1796022,37,FY17
1796009,37,FY17
1796028,37,FY17
1796021,37,FY17
1796020,37,FY17
1796023,37,FY17
1796024,37,FY17
1796025,37,FY17
1796026,37,FY17
1796027,37,FY17
1796019,37,FY17
1791751,42,FY17
1791760,42,FY17
1791753,42,FY17
1791755,42,FY17
1791756,42,FY17
1791750,42,FY17
1791757,42,FY17
1791758,42,FY17
1791759,42,FY17
1791752,42,FY17
1791761,42,FY17
1791762,42,FY17
1791763,42,FY17
1791765,42,FY17
1791766,42,FY17
1791769,42,FY17
1791767,42,FY17
1791768,42,FY17
1791749,42,FY17
1791723,42,FY17
1791764,42,FY17
1791735,42,FY17
1791770,42,FY17
1784131,42,FY17
1791722,42,FY17
1791727,42,FY17
1791729,42,FY17
1791730,42,FY17
1791731,42,FY17
1791732,42,FY17
1791728,42,FY17
1791734,42,FY17
1791748,42,FY17
1791739,42,FY17
1791740,42,FY17
1791741,42,FY17
1791742,42,FY17
1791743,42,FY17
1791744,42,FY17
1791745,42,FY17
1791746,42,FY17
1791747,42,FY17
1791733,42,FY17
1791826,42,FY17
1791812,42,FY17
1792646,42,FY17
1792645,42,FY17
1792644,42,FY17
1792643,42,FY17
1792642,42,FY17
1792641,42,FY17
1792648,42,FY17
1784132,42,FY17
1792649,42,FY17
1791820,42,FY17
1791819,42,FY17
1791818,42,FY17
1791817,42,FY17
1791816,42,FY17
1791815,42,FY17
1791814,42,FY17
1791821,42,FY17
1792640,42,FY17
1792667,42,FY17
1792676,42,FY17
1792675,42,FY17
1792674,42,FY17
1792673,42,FY17
1792672,42,FY17
1792671,42,FY17
1792670,42,FY17
1792647,42,FY17
1792668,42,FY17
1791811,42,FY17
1792666,42,FY17
1792665,42,FY17
1792664,42,FY17
1792654,42,FY17
1792653,42,FY17
1792652,42,FY17
1792651,42,FY17
1792650,42,FY17
1792669,42,FY17
1791780,42,FY17
1791813,42,FY17
1791789,42,FY17
1791783,42,FY17
1791782,42,FY17
1783434,42,FY17
1783428,42,FY17
1783424,42,FY17
1791791,42,FY17
1791781,42,FY17
1791792,42,FY17
1791779,42,FY17
1791778,42,FY17
1791777,42,FY17
1791776,42,FY17
1791775,42,FY17
1791774,42,FY17
1791773,42,FY17
1791772,42,FY17
1783309,42,FY17
1791801,42,FY17
1791810,42,FY17
1791809,42,FY17
1791808,42,FY17
1791807,42,FY17
1791806,42,FY17
1791805,42,FY17
1791804,42,FY17
1791790,42,FY17
1791802,42,FY17
1791771,42,FY17
1791800,42,FY17
1791799,42,FY17
1791798,42,FY17
1791797,42,FY17
1791796,42,FY17
1791795,42,FY17
1791794,42,FY17
1791793,42,FY17
1791803,42,FY17
1819294,42,FY17
1819225,42,FY17
1819283,42,FY17
1819284,42,FY17
1819285,42,FY17
1819286,42,FY17
1819287,42,FY17
1819288,42,FY17
1819289,42,FY17
1819290,42,FY17
1819291,42,FY17
1819281,42,FY17
1819293,42,FY17
1819280,42,FY17
1819295,42,FY17
1819296,42,FY17
1823126,42,FY17
1823127,42,FY17
1823128,42,FY17
1823129,42,FY17
1823130,42,FY17
1823131,42,FY17
1823132,42,FY17
1823133,42,FY17
1819292,42,FY17
1819269,42,FY17
1823406,42,FY17
1819227,42,FY17
1819228,42,FY17
1819229,42,FY17
1819230,42,FY17
1819231,42,FY17
1819232,42,FY17
1819233,42,FY17
1819234,42,FY17
1819235,42,FY17
1819282,42,FY17
1819268,42,FY17
1823136,42,FY17
1819270,42,FY17
1819271,42,FY17
1819272,42,FY17
1819273,42,FY17
1819274,42,FY17
1819275,42,FY17
1819276,42,FY17
1819277,42,FY17
1819278,42,FY17
1819279,42,FY17
1819267,42,FY17
1823394,42,FY17
1823163,42,FY17
1823164,42,FY17
1823165,42,FY17
1823166,42,FY17
1823167,42,FY17
1823168,42,FY17
1823169,42,FY17
1823170,42,FY17
1823171,42,FY17
1823172,42,FY17
1823134,42,FY17
1823393,42,FY17
1823160,42,FY17
1823395,42,FY17
1823396,42,FY17
1823397,42,FY17
1823398,42,FY17
1823399,42,FY17
1823400,42,FY17
1823402,42,FY17
1823403,42,FY17
1823404,42,FY17
1823405,42,FY17
1823392,42,FY17
1823149,42,FY17
1819224,42,FY17
1823137,42,FY17
1823138,42,FY17
1823140,42,FY17
1823141,42,FY17
1823142,42,FY17
1823143,42,FY17
1823144,42,FY17
1823145,42,FY17
1823146,42,FY17
1823162,42,FY17
1823148,42,FY17
1823161,42,FY17
1823150,42,FY17
1823151,42,FY17
1823152,42,FY17
1823153,42,FY17
1823154,42,FY17
1823155,42,FY17
1823156,42,FY17
1823157,42,FY17
1823158,42,FY17
1823159,42,FY17
1823135,42,FY17
1823147,42,FY17
1812953,42,FY17
1819226,42,FY17
1812942,42,FY17
1812943,42,FY17
1812944,42,FY17
1812945,42,FY17
1812946,42,FY17
1812947,42,FY17
1812948,42,FY17
1812949,42,FY17
1812950,42,FY17
1808089,42,FY17
1812952,42,FY17
1808089,42,FY17
1812954,42,FY17
1812955,42,FY17
1812956,42,FY17
1812957,42,FY17
1812958,42,FY17
1812959,42,FY17
1812960,42,FY17
1812961,42,FY17
1812962,42,FY17
1812963,42,FY17
1812951,42,FY17
1808089,42,FY17
1812931,42,FY17
1812932,42,FY17
1812933,42,FY17
1812934,42,FY17
1812935,42,FY17
1812936,42,FY17
1812937,42,FY17
1812938,42,FY17
1812939,42,FY17
1812940,42,FY17
1808089,42,FY17
1810422,42,FY17
1808089,42,FY17
1808089,42,FY17
1808089,42,FY17
1808089,42,FY17
1808089,42,FY17
1808089,42,FY17
1808089,42,FY17
1808089,42,FY17
1808089,42,FY17
1808089,42,FY17
1808089,42,FY17
1812941,42,FY17
1813003,42,FY17
1812991,42,FY17
1812992,42,FY17
1812993,42,FY17
1812994,42,FY17
1812995,42,FY17
1812996,42,FY17
1812997,42,FY17
1812998,42,FY17
1812999,42,FY17
1813000,42,FY17
1812964,42,FY17
1813002,42,FY17
1812988,42,FY17
1815099,42,FY17
1805998,42,FY17
1819206,42,FY17
1819207,42,FY17
1819218,42,FY17
1819219,42,FY17
1819220,42,FY17
1819221,42,FY17
1819222,42,FY17
1819223,42,FY17
1813001,42,FY17
1812977,42,FY17
1823401,42,FY17
1812966,42,FY17
1812967,42,FY17
1812968,42,FY17
1812969,42,FY17
1812970,42,FY17
1812971,42,FY17
1812972,42,FY17
1812973,42,FY17
1812974,42,FY17
1812990,42,FY17
1812976,42,FY17
1812989,42,FY17
1812978,42,FY17
1812979,42,FY17
1812980,42,FY17
1812981,42,FY17
1812982,42,FY17
1812983,42,FY17
1812984,42,FY17
1812985,42,FY17
1812986,42,FY17
1812987,42,FY17
1812965,42,FY17
1812975,42,FY17
1824584,42,FY17
1824597,42,FY17
1824596,42,FY17
1824595,42,FY17
1824594,42,FY17
1823407,42,FY17
1824592,42,FY17
1824590,42,FY17
1824589,42,FY17
1824588,42,FY17
1824587,42,FY17
1824598,42,FY17
1824585,42,FY17
1824593,42,FY17
1824583,42,FY17
1824582,42,FY17
1824581,42,FY17
1823413,42,FY17
1823414,42,FY17
1823415,42,FY17
1823416,42,FY17
1823417,42,FY17
1823418,42,FY17
1823408,42,FY17
1824586,42,FY17
1824610,42,FY17
1824591,42,FY17
1824599,42,FY17
1823410,42,FY17
1823411,42,FY17
1827402,42,FY17
1823409,42,FY17
1824609,42,FY17
1824608,42,FY17
1824601,42,FY17
1823412,42,FY17
1824600,42,FY17
1824607,42,FY17
1824602,42,FY17
1824603,42,FY17
1824604,42,FY17
1824605,42,FY17
1824606,42,FY17
1801339,43,FY17
1801349,43,FY17
1801345,43,FY17
1801344,43,FY17
1801343,43,FY17
1801342,43,FY17
1801341,43,FY17
1801340,43,FY17
1801347,43,FY17
1801338,43,FY17
1801330,43,FY17
1801337,43,FY17
1801331,43,FY17
1801332,43,FY17
1801333,43,FY17
1801334,43,FY17
1801336,43,FY17
1801350,43,FY17
1801335,43,FY17
1801329,43,FY17
1801379,43,FY17
1801378,43,FY17
1801377,43,FY17
1801376,43,FY17
1801375,43,FY17
1801374,43,FY17
1801373,43,FY17
1801372,43,FY17
1801371,43,FY17
1801370,43,FY17
1801369,43,FY17
1801368,43,FY17
1801367,43,FY17
1801365,43,FY17
1801359,43,FY17
1801352,43,FY17
1801353,43,FY17
1801354,43,FY17
1801355,43,FY17
1801356,43,FY17
1806930,43,FY17
1801358,43,FY17
1801366,43,FY17
1801360,43,FY17
1801361,43,FY17
1801362,43,FY17
1801363,43,FY17
1801364,43,FY17
1801351,43,FY17
1801357,43,FY17
1806985,43,FY17
1806928,43,FY17
1806974,43,FY17
1806975,43,FY17
1806976,43,FY17
1806977,43,FY17
1806978,43,FY17
1806979,43,FY17
1806980,43,FY17
1806981,43,FY17
1806982,43,FY17
1806972,43,FY17
1806984,43,FY17
1806971,43,FY17
1830834,43,FY17
1830841,43,FY17
1830843,43,FY17
1830847,43,FY17
1830848,43,FY17
1830849,43,FY17
1830850,43,FY17
1830851,43,FY17
1831316,43,FY17
1831317,43,FY17
1831319,43,FY17
1806983,43,FY17
1806932,43,FY17
1801327,43,FY17
1801326,43,FY17
1801325,43,FY17
1801324,43,FY17
1801323,43,FY17
1801322,43,FY17
1801321,43,FY17
1801320,43,FY17
1806927,43,FY17
1806929,43,FY17
1806973,43,FY17
1806931,43,FY17
1801328,43,FY17
1806933,43,FY17
1806934,43,FY17
1806935,43,FY17
1806936,43,FY17
1806937,43,FY17
1806938,43,FY17
